FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
5_0003_0019_A,5,3,19,A,兰园餐厅附近有什么玩儿的地方？
5_0003_0020_B,5,3,20,B,宣怀广场，北洋广场，天麟广场，书田广场。
5_0003_0021_A,5,3,21,A,北洋广场是全天开放吗？
5_0003_0022_B,5,3,22,B,对，学校内的各类广场都是全天开放的。
5_0003_0023_A,5,3,23,A,北洋广场在什么地方？
5_0003_0024_B,5,3,24,B,地址是天津市津南区，建明村路天津大学北洋园校区。
5_0003_0025_A,5,3,25,A,好的我知道了
5_0003_0026_B,5,3,26,B,如果你没有找到的话，可以在地图上导航或者是问一下沿途的同学。
5_0004_0001_A,5,4,1,A,大通学生中心里有什么部门？
5_0004_0002_B,5,4,2,B,天津大学就业指导中心，天津大学勤工助学管理办公室，校团委， 社团联合会，组织宣传部，心理健康教育中心。
5_0004_0003_A,5,4,3,A,哦，去办业务需要预约吗？
5_0004_0004_B,5,4,4,B,不需要的。
5_0004_0005_A,5,4,5,A,那是免费的吗？
5_0004_0006_B,5,4,6,B,免费的哦。
5_0004_0007_A,5,4,7,A,哦，位置在哪里呀？
5_0004_0008_B,5,4,8,B,在太雷广场。
5_0004_0009_A,5,4,9,A,附近有停车位吗？
5_0004_0010_B,5,4,10,B,没有哦。
5_0004_0011_A,5,4,11,A,好吧，我想看病挂号，应该去哪儿呀
5_0004_0012_B,5,4,12,B,去校医院吧。
5_0004_0013_A,5,4,13,A,什么时候上班呀？
5_0004_0014_B,5,4,14,B,全天随时可以，二十四小时开放。
5_0004_0015_A,5,4,15,A,有电话吗？
5_0004_0016_B,5,4,16,B,电话是零二二八五三五六幺三幺
5_0004_0017_A,5,4,17,A,位置在哪个区啊？
5_0004_0018_B,5,4,18,B,北区。
5_0004_0019_A,5,4,19,A,哦，校医院周围有什么学院？
5_0004_0020_B,5,4,20,B,化工学院。
5_0004_0021_A,5,4,21,A,刚好我要去，具体在什么位置？
5_0004_0022_B,5,4,22,B,化工学院在第五十教学楼化工材料教学组团
5_0004_0023_A,5,4,23,A,化工很老了吧，什么时间创立的呀？
5_0004_0024_B,5,4,24,B,一九九七年。
5_0004_0025_A,5,4,25,A,哇哦，好的，我去看看
5_0004_0026_B,5,4,26,B,嗯嗯
5_0005_0001_A,5,5,1,A,中区有那些食堂？
5_0005_0002_B,5,5,2,B,兰园餐厅，棠园餐厅和桃园餐厅。
5_0005_0003_A,5,5,3,A,兰园餐厅附近有停车位吗？
5_0005_0004_B,5,5,4,B,有的。
5_0005_0005_A,5,5,5,A,人均价格多少？
5_0005_0006_B,5,5,6,B,十三元。
5_0005_0007_A,5,5,7,A,有没有更便宜的？
5_0005_0008_B,5,5,8,B,有的，菊园餐厅人均十二元。
5_0005_0009_A,5,5,9,A,我想吃黄焖鸡有吗？
5_0005_0010_B,5,5,10,B,兰园有，菊园没有哦。
5_0005_0011_A,5,5,11,A,兰园餐厅电话多少？
5_0005_0012_B,5,5,12,B,幺三九三九九五六七八零。
5_0005_0013_A,5,5,13,A,周边有什么好玩的地方吗？
5_0005_0014_B,5,5,14,B,去广场逛逛吧，宣怀广场，北洋广场，天麟广场，书田广场。
5_0005_0015_A,5,5,15,A,书田广场什么时间开？
5_0005_0016_B,5,5,16,B,全天哦。
5_0005_0017_A,5,5,17,A,是在北区吗？
5_0005_0018_B,5,5,18,B,不是的，在中区。
5_0005_0019_A,5,5,19,A,好的，知道了
5_0005_0020_B,5,5,20,B,很高兴为你服务哦。
5_0006_0001_A,5,6,1,A,中区有什么学院？
5_0006_0002_B,5,6,2,B,理学院，法学院，文学院，马克思学院和教育学院和材料工程学院
5_0006_0003_A,5,6,3,A,文学院附近有什么宿舍？
5_0006_0004_B,5,6,4,B,正园，俢园。
5_0006_0005_A,5,6,5,A,正园住什么学生呢？
5_0006_0006_B,5,6,6,B,本科生哈。
5_0006_0007_A,5,6,7,A,那知园呢？
5_0006_0008_B,5,6,8,B,硕士生哦。
5_0006_0009_A,5,6,9,A,知园在什么区？
5_0006_0010_B,5,6,10,B,北区呢。
5_0006_0011_A,5,6,11,A,是双人间吗？
5_0006_0012_B,5,6,12,B,对。
5_0006_0013_A,5,6,13,A,有空调和暖气吗？
5_0006_0014_B,5,6,14,B,有的。
5_0006_0015_A,5,6,15,A,附近有停车位吗？
5_0006_0016_B,5,6,16,B,没有哈。你可以停餐厅旁边。
5_0006_0017_A,5,6,17,A,好的谢谢
5_0006_0018_B,5,6,18,B,不客气哦
5_0007_0003_A,5,7,3,A,周边有哪些学院？
5_0007_0004_B,5,7,4,B,有智能与计算学部，建筑工程学院
5_0007_0005_A,5,7,5,A,建筑工程学院有什么专业呢？
5_0007_0006_B,5,7,6,B,有建筑工程，桥梁工程，地下工程，海洋工程，船舶工程，国际航运管理
5_0007_0007_A,5,7,7,A,附近有什么宿舍？
5_0007_0008_B,5,7,8,B,治园
5_0007_0009_A,5,7,9,A,有暖气吗？
5_0007_0010_B,5,7,10,B,有的
5_0007_0011_A,5,7,11,A,是什么房型呢？
5_0007_0012_B,5,7,12,B,单人间，独卫哦
5_0007_0013_A,5,7,13,A,治园附近有什么好玩儿的？
5_0007_0014_B,5,7,14,B,太雷广场，天津大学求实影院，去看场电影吧
5_0007_0015_A,5,7,15,A,电影院电话多少？
5_0007_0016_B,5,7,16,B,幺八七二二幺六五七七二
5_0007_0017_A,5,7,17,A,可以现金吗？
5_0007_0018_B,5,7,18,B,可以现金和支付宝的
5_0007_0019_A,5,7,19,A,好的谢谢
5_0007_0020_B,5,7,20,B,不客气哈
5_0008_0001_A,5,8,1,A,你好，据说这里北区有个健身房叫艾克仕国际健身连锁，是吧？地址在哪里知道吗？
5_0008_0002_B,5,8,2,B,北区的健身房艾克仕国际健身连锁在天津市津南区亲民北道与敬业路交叉口西二百米。
5_0008_0003_A,5,8,3,A,那你知道它都什么时间开放吗？
5_0008_0004_B,5,8,4,B,它的开放时间是周一至周四的十二点至十三点和十六点至二十二点，周五八点三十至十五点和十九点至二十二点，周六周日八点三十至二十二点。
5_0008_0005_A,5,8,5,A,嗯那这个健身房什么价位呀？
5_0008_0006_B,5,8,6,B,健身房的年卡是三百六十五元哦。
5_0008_0007_A,5,8,7,A,那还挺便宜的。有联系电话吗？
5_0008_0008_B,5,8,8,B,有的，电话号码是零二二二七四零三五零幺。
5_0008_0009_A,5,8,9,A,嗯，这离我家还是有点距离的，我可能开车过来，有停车位吗？
5_0008_0010_B,5,8,10,B,健身房附近有停车位哦。
5_0008_0011_A,5,8,11,A,这边路也不太熟，健身房周边的学院啥的，能提供下吗？方便后续我认路。
5_0008_0012_B,5,8,12,B,它的旁边是化工学院和材料科学与工程学院。
5_0008_0013_A,5,8,13,A,哦。顺便问一下哈，你知道理学院在哪里吗？我朋友说她在理学院来着。
5_0008_0014_B,5,8,14,B,理学院在第三十二教学楼理学院教学组团。
5_0008_0015_A,5,8,15,A,好的，非常感谢。
5_0008_0016_B,5,8,16,B,不用谢哦。
5_0009_0001_A,5,9,1,A,听说你们学院化工学院排名全国第一呢，你知道它的创立时间吗？
5_0009_0002_B,5,9,2,B,您好，化工学院创立时间是一九九七年。
5_0009_0003_A,5,9,3,A,那周边有停车位吗，我想开车过去看看？
5_0009_0004_B,5,9,4,B,没有停车位哦。
5_0009_0005_A,5,9,5,A,那看来只能坐车过去了。话说天大新校区设施不错的，化工学院周边的宿舍也不差吧，都有啥宿舍，都配备空调吧？不然夏天可难熬呢。
5_0009_0006_B,5,9,6,B,化工学院最近的宿舍有知园和诚园，都有空调的。
5_0009_0007_A,5,9,7,A,好的，那食堂呢，周边有啥食堂，能提供具体地址吗？
5_0009_0008_B,5,9,8,B,那附近食堂有兰园餐厅，梅园餐厅，菊园餐厅。兰园餐厅在英华道与西沽中路交叉口东五十米，梅园餐厅在同德路和雅观路交叉口西北角，菊园餐厅在七星北路与双台北路交叉口东一百米。
5_0009_0009_A,5,9,9,A,嗯那食堂有停车位吗？如果有，我开车过去吃个饭，再走过去化工学院参观也不迟。
5_0009_0010_B,5,9,10,B,除了菊园餐厅没有停车位，兰园和梅园餐厅都有的。
5_0009_0011_A,5,9,11,A,我大体都了解了，非常感谢。
5_0009_0012_B,5,9,12,B,您客气了。
5_0010_0001_A,5,10,1,A,听说你们这里有很多代表性的实验室哈，都挺厉害的。尤其之前接触的认知计算与应用天津市重点实验室，做语音很强呢。这些重点实验室培养的学生肯定德智体美劳全面发展吧。平常他们都在周边哪里可以放松放松呀？毕竟不能总是埋头苦科研吧。
5_0010_0002_B,5,10,2,B,您说的认知计算与应用天津市重点实验室在智能与计算学部哦，它的周边有天津大学求实影院，游泳馆，体育场，乒乓球馆这些呢，您可以去看看哦。
5_0010_0003_A,5,10,3,A,这些娱乐场所都免费吗？
5_0010_0004_B,5,10,4,B,对体育场，乒乓球馆是免费的，天津大学求实影院票价二十五至六十不等，游泳馆月票证四百元二十小时，本校学生卡一百一十元二十小时，本校教工卡二百元三十小时。
5_0010_0005_A,5,10,5,A,那很不错呢，带上老张打次乒乓球吧，需要提前预约啥的吗？方便也给个联系电话？
5_0010_0006_B,5,10,6,B,乒乓球馆不需要预约，它的电话号码是零二二二七四零四七零四。
5_0010_0007_A,5,10,7,A,给个具体地址吧？我们开车过去，也不知道有没有停车位那边？
5_0010_0008_B,5,10,8,B,好的，地址在天津市津南区博文北路与双台北路交汇处南一百五十米，附近有停车位的。
5_0010_0009_A,5,10,9,A,我们打完球应该会去大吃一顿，哈哈。它周边有没有不错的食堂呀？
5_0010_0010_B,5,10,10,B,那附近有青园餐厅，留园餐厅，菊园餐厅和梅园餐厅，都很不错的。
5_0010_0011_A,5,10,11,A,非常感谢，哈哈，真是问啥都知道！
5_0010_0012_B,5,10,12,B,不用客气哦。
5_0011_0001_A,5,11,1,A,你好，问下北区这块儿有卖麻辣烫的食堂吗
5_0011_0002_B,5,11,2,B,您好，有的，推荐您去北区的梅园餐厅。
5_0011_0003_A,5,11,3,A,能提供下电话吗？我想找个时间订个外卖。
5_0011_0004_B,5,11,4,B,好的，电话号码是幺三三二三三六三零八八。
5_0011_0005_A,5,11,5,A,它营业时间是什么时候呀，不然我怕太晚就没有了？
5_0011_0006_B,5,11,6,B,它开放时间是从早上十点到晚上二十点三十哦。
5_0011_0007_A,5,11,7,A,那还不错，那它周边有啥娱乐吗？吃个午饭还能出去转悠转悠。
5_0011_0008_B,5,11,8,B,它周边娱乐设施有体育场，游泳馆，艾克仕国际健身连锁，乒乓球馆，篮球场，羽毛球馆哦。
5_0011_0009_A,5,11,9,A,能提供下体育场的具体地址吗，我到时候去转转？
5_0011_0010_B,5,11,10,B,好的，体育场在天津市津南区亲民北道与敬业路交叉口西北一百米。
5_0011_0011_A,5,11,11,A,感谢感谢。
5_0011_0012_B,5,11,12,B,不用谢。
5_0012_0001_A,5,12,1,A,请问学校中区有什么娱乐场所吗？
5_0012_0002_B,5,12,2,B,学校中区有天津大学求实影院和太雷广场，宣怀广场，北洋广场，书田广场，还有天麟广场。
5_0012_0003_A,5,12,3,A,那求实影院周围有啥学院呢？
5_0012_0004_B,5,12,4,B,求实影院周围有智能与计算学部和建筑工程学院哦。
5_0012_0005_A,5,12,5,A,哦，我知道那个建筑工程学院，水利工程仿真与安全国家重点实验室就在这个学院。你知道这个学院的创立时间吗？
5_0012_0006_B,5,12,6,B,建筑工程学院在一九九七年创立。
5_0012_0007_A,5,12,7,A,嗯嗯好，能提供一下学院的联系方式吗？
5_0012_0008_B,5,12,8,B,电话号码是二七四零零八四三。
5_0012_0009_A,5,12,9,A,顺便问一下，建筑工程学院周边有停车位吗？
5_0012_0010_B,5,12,10,B,不好意思，建筑工程学院附近没有停车位哦。
5_0012_0011_A,5,12,11,A,这样啊，那问下它周边有什么宿舍吗？是有停车位的吗？
5_0012_0012_B,5,12,12,B,建筑工程学院附近只有治园，也没有停车位的。
5_0012_0013_A,5,12,13,A,嗯那治园有电梯吗？
5_0012_0014_B,5,12,14,B,没有电梯哦。
5_0012_0015_A,5,12,15,A,好的，感谢你的回答。
5_0012_0016_B,5,12,16,B,不用客气。
5_0013_0001_A,5,13,1,A,请问下北区的本科生宿舍有独立卫浴吗？
5_0013_0002_B,5,13,2,B,北区的本科生宿舍有格园和诚园，都没有独立卫浴哦。
5_0013_0003_A,5,13,3,A,好吧，那有暖气和空调吗？
5_0013_0004_B,5,13,4,B,暖气和空调都有的哦。
5_0013_0005_A,5,13,5,A,那还好。那它们有什么周边娱乐场所吗？
5_0013_0006_B,5,13,6,B,它附近有体育场，游泳馆，艾克仕国际健身连锁，乒乓球馆，篮球场，羽毛球馆。
5_0013_0007_A,5,13,7,A,哇，还挺多的。那个艾克仕国际健身连锁价格怎样呢？
5_0013_0008_B,5,13,8,B,艾克仕国际健身连锁的价格是年卡三百六十五元。
5_0013_0009_A,5,13,9,A,嗯嗯，挺便宜的。那它周边有什么食堂呢？
5_0013_0010_B,5,13,10,B,附近有青园餐厅，留园餐厅，菊园餐厅和梅园餐厅。
5_0013_0011_A,5,13,11,A,我想吃点饺子，这几个食堂哪个符合呢？
5_0013_0012_B,5,13,12,B,推荐您去梅园餐厅和菊园餐厅哦。
5_0013_0013_A,5,13,13,A,好的，那这两个餐厅都有停车位吗？
5_0013_0014_B,5,13,14,B,梅园餐厅有停车位，菊园餐厅没有呢。
5_0013_0015_A,5,13,15,A,好的，非常感谢。
5_0013_0016_B,5,13,16,B,不用客气哦。
5_0014_0001_A,5,14,1,A,请问下信网中心的联系电话和地址？
5_0014_0002_B,5,14,2,B,信网中心的联系电话是零二二二七四零四四五五，具体地址在学校中区的书田北道郑东图书馆北面学三食堂旁。
5_0014_0003_A,5,14,3,A,那边儿免费吗？不免费的话，是支持什么支付方式的？
5_0014_0004_B,5,14,4,B,它不是免费的，支持现金，支付宝，微信，校园卡支付哦。
5_0014_0005_A,5,14,5,A,那需要提前预约吗？
5_0014_0006_B,5,14,6,B,不需要的。
5_0014_0007_A,5,14,7,A,前往需要携带学生卡吗？
5_0014_0008_B,5,14,8,B,需要带学生卡的。
5_0014_0009_A,5,14,9,A,好的，那周边有停车位吗？
5_0014_0010_B,5,14,10,B,没有停车位哦。
5_0014_0011_A,5,14,11,A,好的吧。那问题它周边有什么学院吗？
5_0014_0012_B,5,14,12,B,它周边有智能与计算学部和建筑工程学院。
5_0014_0013_A,5,14,13,A,哦哦，化工学院不在它周边呢。那化工学院在哪里呢？
5_0014_0014_B,5,14,14,B,化工学院在学校北区，第五十教学楼化工材料教学组团。
5_0014_0015_A,5,14,15,A,感谢您的回答哈。
5_0014_0016_B,5,14,16,B,不用客气。
5_0015_0001_A,5,15,1,A,请问，学校北区有吃火锅的食堂吗？
5_0015_0002_B,5,15,2,B,您好，您可以去学校北区的留园餐厅，那里有火锅哦。
5_0015_0003_A,5,15,3,A,那这个留园餐厅的开放时间是什么时候呢？
5_0015_0004_B,5,15,4,B,开放时间是七点到十九点。
5_0015_0005_A,5,15,5,A,留园餐厅周边有什么娱乐吗？
5_0015_0006_B,5,15,6,B,周边有体育场，游泳馆，艾克仕国际健身连锁，乒乓球馆，篮球场，羽毛球馆。
5_0015_0007_A,5,15,7,A,那这个游泳馆的具体地址和开放时间，能提供下吗？
5_0015_0008_B,5,15,8,B,它位于天津市津南区亲民北道与敬业路交叉口西两百米，开放时间是周一至周四 十二点到十三点 十六点到二十二点，周五 八点半到十五点 十九点到二十二点，周六周日 八点半到二十二点。
5_0015_0009_A,5,15,9,A,价格怎么样呢
5_0015_0010_B,5,15,10,B,价格是月票证四百元二十小时，本校学生卡一百一十元二十小时，本校教工卡二百元三十小时。
5_0015_0011_A,5,15,11,A,好的，那那边有停车位吗？
5_0015_0012_B,5,15,12,B,有的。
5_0015_0013_A,5,15,13,A,好的，那问下游泳馆周边有什么学院吗？
5_0015_0014_B,5,15,14,B,游泳馆周边有化工学院和材料科学与工程学院。
5_0015_0015_A,5,15,15,A,多谢多谢。
5_0015_0016_B,5,15,16,B,不用客气。
5_0016_0001_A,5,16,1,A,你好，学校北区有什么双人间的宿舍吗？
5_0016_0002_B,5,16,2,B,您好，学校北区有知园，平园和留园是双人间宿舍哦。
5_0016_0003_A,5,16,3,A,哦哦，这个留园宿舍我知道，是留学生住的。这个宿舍有配备暖气吗？
5_0016_0004_B,5,16,4,B,有暖气的哦。
5_0016_0005_A,5,16,5,A,行。那有空调吗？
5_0016_0006_B,5,16,6,B,也有空调的哦。
5_0016_0007_A,5,16,7,A,条件不错呀。顺便问下，周边有什么娱乐场所吗？
5_0016_0008_B,5,16,8,B,周边有体育场，游泳馆，艾克仕国际健身连锁，乒乓球馆，篮球场，羽毛球馆。
5_0016_0009_A,5,16,9,A,哈哈，还挺多。我们穷人一个，给推荐个免费的不错的地方呗？
5_0016_0010_B,5,16,10,B,羽毛球馆设施不错，推荐您去。
5_0016_0011_A,5,16,11,A,羽毛球馆是不需要付费的吗？
5_0016_0012_B,5,16,12,B,羽毛球馆是免费的。
5_0016_0013_A,5,16,13,A,对我们穷人来说那是太好了。那边需要预约吗？
5_0016_0014_B,5,16,14,B,需要预约的哦。
5_0016_0015_A,5,16,15,A,哦哦，好，那就麻烦你提供下电话吧？
5_0016_0016_B,5,16,16,B,好的，联系电话是零二二二七四零四七零四。
5_0016_0017_A,5,16,17,A,嗯呢，问下这个羽毛球馆周边有什么食堂呢？
5_0016_0018_B,5,16,18,B,它周边有青园餐厅，留园餐厅，菊园餐厅和梅园餐厅。
5_0016_0019_A,5,16,19,A,还挺多，你们常去哪个食堂吃呀？
5_0016_0020_B,5,16,20,B,梅园餐厅的人比较多哦。
5_0016_0021_A,5,16,21,A,嗯嗯，好的。那那边价格怎样呢？
5_0016_0022_B,5,16,22,B,梅园餐厅人均十六元。
5_0016_0023_A,5,16,23,A,学校就是便宜啊，真好。它周边有停车位吗？
5_0016_0024_B,5,16,24,B,有的哦。
5_0016_0025_A,5,16,25,A,好的，感谢。
5_0016_0026_B,5,16,26,B,不用谢。
5_0017_0001_A,5,17,1,A,你好，你知道内燃机燃烧学国家重点实验室是哪个学院的吗？
5_0017_0002_B,5,17,2,B,这个实验室是机械工程学院的。
5_0017_0003_A,5,17,3,A,这个学院应该挺长历史了吧，什么时间创立的呢？
5_0017_0004_B,5,17,4,B,机械工程学院的创立时间是一九九七年。
5_0017_0005_A,5,17,5,A,那现任院长是谁呀？
5_0017_0006_B,5,17,6,B,现任院长是王天友。
5_0017_0007_A,5,17,7,A,嗯呢，好。你能给我下这个学院的具体地址吗？
5_0017_0008_B,5,17,8,B,好的，具体地址是机械教学组团。
5_0017_0009_A,5,17,9,A,那边有停车位吗？我开车过去瞧瞧。
5_0017_0010_B,5,17,10,B,非常抱歉，没有停车位呢。
5_0017_0011_A,5,17,11,A,那这个机械工程学院周边有什么宿舍呢？
5_0017_0012_B,5,17,12,B,机械工程学院周边有齐园宿舍。
5_0017_0013_A,5,17,13,A,嗯嗯，齐园宿舍周边有什么娱乐场所吗？
5_0017_0014_B,5,17,14,B,齐园周围的娱乐场所有天麟广场，书田广场。
5_0017_0015_A,5,17,15,A,嗯嗯嗯，那这两个广场有停车位吗？
5_0017_0016_B,5,17,16,B,两个广场都没有停车位哦。
5_0017_0017_A,5,17,17,A,好吧。这两个广场过去什么价格呢？
5_0017_0018_B,5,17,18,B,天麟广场和书田广场都是免费的哦。
5_0017_0019_A,5,17,19,A,嗯呢，好的，谢谢。
5_0017_0020_B,5,17,20,B,不用客气哦。
5_0018_0001_A,5,18,1,A,正园是本科生宿舍吗？
5_0018_0002_B,5,18,2,B,是的。
5_0018_0003_A,5,18,3,A,正园有停车位吗？
5_0018_0004_B,5,18,4,B,没有停车位。
5_0018_0005_A,5,18,5,A,正园周边有什么好玩的？
5_0018_0006_B,5,18,6,B,宣怀广场，北洋广场，天麟广场，书田广场
5_0018_0007_A,5,18,7,A,北洋广场的电话是多少？
5_0018_0008_B,5,18,8,B,北洋广场没有服务电话。
5_0018_0009_A,5,18,9,A,正园周边有什么学院呢？
5_0018_0010_B,5,18,10,B,化工学院和材料科学与工程学院。
5_0018_0011_A,5,18,11,A,化工学院的院长是谁？
5_0018_0012_B,5,18,12,B,院长是马新宾。
5_0018_0013_A,5,18,13,A,化工学院有什么代表性实验室吗？
5_0018_0014_B,5,18,14,B,有化学工程联合国家重点实验室，国家工业结晶工程技术研究中心，精馏技术国家工程研究中心，国家化工填料塔及塔内件技术推广中心，国家工业结晶技术推广中心
5_0018_0015_A,5,18,15,A,化工学院有停车位吗？
5_0018_0016_B,5,18,16,B,没有。
5_0018_0017_A,5,18,17,A,化工学院地址是哪儿？
5_0018_0018_B,5,18,18,B,第五十教学楼化工材料教学组团。
5_0018_0019_A,5,18,19,A,化工学院有什么专业？
5_0018_0020_B,5,18,20,B,主要有化学工程与工艺，生物工程，制药工程。
5_0018_0021_A,5,18,21,A,好的，谢谢。
5_0018_0022_B,5,18,22,B,不客气。
5_0019_0001_A,5,19,1,A,梅园餐厅评分怎么样？
5_0019_0002_B,5,19,2,B,梅园餐厅的评分是四分。
5_0019_0003_A,5,19,3,A,梅园餐厅周围有什么好玩儿的吗？
5_0019_0004_B,5,19,4,B,有体育场，游泳馆，艾克仕国际健身连锁，乒乓球馆，篮球场，羽毛球馆
5_0019_0005_A,5,19,5,A,去体育场需要花钱吗？
5_0019_0006_B,5,19,6,B,体育场是免费的。
5_0019_0007_A,5,19,7,A,体育场旁边有哪些学院呢？
5_0019_0008_B,5,19,8,B,有化工学院，材料科学与工程学院。
5_0019_0009_A,5,19,9,A,材料科学与工程学院的院长是谁？
5_0019_0010_B,5,19,10,B,胡文彬。
5_0019_0011_A,5,19,11,A,是什么时候成立的？
5_0019_0012_B,5,19,12,B,一九九七年成立。
5_0019_0013_A,5,19,13,A,有哪些代表性实验室吗？
5_0019_0014_B,5,19,14,B,有先进陶瓷与加工技术教育部重点实验室，教育部材料复合与功能化工程研究中心，天津市材料复合与功能化重点实验室，天津市现代连接技术重点实验室
5_0019_0015_A,5,19,15,A,学院建筑是什么？
5_0019_0016_B,5,19,16,B,材料科学与工程学院。
5_0019_0017_A,5,19,17,A,周围有什么宿舍吗？
5_0019_0018_B,5,19,18,B,有知园，诚园。
5_0019_0019_A,5,19,19,A,这个知园在学校中区吗？
5_0019_0020_B,5,19,20,B,不是的，知园在学校北区。
5_0019_0021_A,5,19,21,A,好的，谢谢。
5_0019_0022_B,5,19,22,B,不客气。
5_0020_0001_A,5,20,1,A,知园宿舍在学校南区吗？
5_0020_0002_B,5,20,2,B,不是的，知园在学校北区。
5_0020_0003_A,5,20,3,A,知园周围有哪些食堂呢？
5_0020_0004_B,5,20,4,B,有留园餐厅，菊园餐厅，梅园餐厅。
5_0020_0005_A,5,20,5,A,留园餐厅主要有哪些好吃的呢？
5_0020_0006_B,5,20,6,B,主要有烤鱼
5_0020_0007_A,5,20,7,A,留园餐厅是什么菜系呢？
5_0020_0008_B,5,20,8,B,鄂菜。
5_0020_0009_A,5,20,9,A,留园食堂在学校中区吗？
5_0020_0010_B,5,20,10,B,不是的，留园餐厅在学校北区。
5_0020_0011_A,5,20,11,A,留园餐厅什么时候开放？
5_0020_0012_B,5,20,12,B,七点到十九点。
5_0020_0013_A,5,20,13,A,留园餐厅周围有什么好玩的？
5_0020_0014_B,5,20,14,B,有体育场，游泳馆，艾克仕国际健身连锁，乒乓球馆，篮球场，羽毛球馆
5_0020_0015_A,5,20,15,A,羽毛球馆什么时间开放？
5_0020_0016_B,5,20,16,B,周一至周日八点半到二十二点
5_0020_0017_A,5,20,17,A,好的，谢谢。
5_0020_0018_B,5,20,18,B,不客气。
5_0021_0001_A,5,21,1,A,请问篮球馆免费吗
