FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
3_0010_0004_B,3,10,4,B,正在脱水中。
3_0010_0005_A,3,10,5,A,行，脱完水再烘干一下吧。
3_0010_0006_B,3,10,6,B,好的，已为您添加烘干模式。
3_0010_0007_A,3,10,7,A,大概还要多久呢？
3_0010_0008_B,3,10,8,B,加上烘干还需五十分钟左右。
3_0011_0001_A,3,11,1,A,小天。
3_0011_0002_B,3,11,2,B,我在。
3_0011_0003_A,3,11,3,A,现在地暖设的多少啊？
3_0011_0004_B,3,11,4,B,现在地暖温度为二十五度。
3_0011_0005_A,3,11,5,A,有点热了，调低一点吧。
3_0011_0006_B,3,11,6,B,好的，已为您将地暖设置为二十二度。
3_0011_0007_A,3,11,7,A,加湿器现在的模式是什么呢？
3_0011_0008_B,3,11,8,B,无雾加湿。
3_0011_0009_A,3,11,9,A,调成有雾加湿吧，家里都有点干了。
3_0011_0010_B,3,11,10,B,已为您做好加湿器设置。
3_0012_0001_A,3,12,1,A,小天。
3_0012_0002_B,3,12,2,B,我在。
3_0012_0003_A,3,12,3,A,家里现在温度多高啊？
3_0012_0004_B,3,12,4,B,现在温度为二十八度，需要为您打开空调吗？
3_0012_0005_A,3,12,5,A,要的要的。
3_0012_0006_B,3,12,6,B,已为您打开空调，温度为二十六度，模式为制冷。
3_0012_0007_A,3,12,7,A,降到二十度吧，开半小时，再调到二十四度。
3_0012_0008_B,3,12,8,B,好的，已为您完成空调设置。
3_0013_0001_A,3,13,1,A,小天。
3_0013_0002_B,3,13,2,B,我在。
3_0013_0003_A,3,13,3,A,家里现在多热啊？
3_0013_0004_B,3,13,4,B,现在家里温度为二十七度。
3_0013_0005_A,3,13,5,A,我就说我都要被闷死了，帮我把空调开到二十二度吧。
3_0013_0006_B,3,13,6,B,已为您开启空调，模式为自动模式。
3_0013_0007_A,3,13,7,A,先制冷吧，一个小时后换为自动。
3_0013_0008_B,3,13,8,B,已为您完成空调设置。
3_0014_0001_A,3,14,1,A,小天。
3_0014_0002_B,3,14,2,B,我在。
3_0014_0003_A,3,14,3,A,把卧室的空调开个暖风吧。
3_0014_0004_B,3,14,4,B,已设置空调为制暖模式，温度为二十四度。
3_0014_0005_A,3,14,5,A,温度可以再高点。
3_0014_0006_B,3,14,6,B,好的，现在空调温度为二十六度。
3_0014_0007_A,3,14,7,A,一个小时后切换为自动模式。
3_0014_0008_B,3,14,8,B,好的，已完成空调设置。
3_0014_0009_A,3,14,9,A,再加湿一下。
3_0014_0010_B,3,14,10,B,已为您打开加湿器，模式为有雾加湿。
3_0015_0001_A,3,15,1,A,小天。
3_0015_0002_B,3,15,2,B,我在。
3_0015_0003_A,3,15,3,A,现在地暖温度是多少。
3_0015_0004_B,3,15,4,B,地暖设定温度为二十四度。
3_0015_0005_A,3,15,5,A,那降低点。
3_0015_0006_B,3,15,6,B,好的，地暖设定温度为二十二度。
3_0015_0007_A,3,15,7,A,再低点，二十就行。
3_0015_0008_B,3,15,8,B,已为您做好地暖设置。
3_0015_0009_A,3,15,9,A,加湿器可以关了。
3_0015_0010_B,3,15,10,B,已为您关闭加湿器。
3_0016_0001_A,3,16,1,A,小天。
3_0016_0002_B,3,16,2,B,我在。
3_0016_0003_A,3,16,3,A,现在室内温度是多少？
3_0016_0004_B,3,16,4,B,当前室内温度是三十摄氏度。
3_0016_0005_A,3,16,5,A,那帮我把空调打开吧。
3_0016_0006_B,3,16,6,B,好的，已为您打开空调制冷模式，温度设置为二十六摄氏度。
3_0016_0007_A,3,16,7,A,把空调温度调低点儿，调成二十四度。
3_0016_0008_B,3,16,8,B,好的，已为您将空调温度设置为二十四摄氏度。
3_0016_0009_A,3,16,9,A,再帮我把加湿器打开。
3_0016_0010_B,3,16,10,B,已为您启动加湿器，当前模式为无雾加湿。
3_0017_0001_A,3,17,1,A,小天。
3_0017_0002_B,3,17,2,B,我在。
3_0017_0003_A,3,17,3,A,把卧室的灯光调成睡眠模式。
3_0017_0004_B,3,17,4,B,好的，已将卧室照明系统设置为睡眠模式。
3_0017_0005_A,3,17,5,A,顺便帮我把电视打开吧。
3_0017_0006_B,3,17,6,B,请问是卧室的电视吗？还是客厅的呢？
3_0017_0007_A,3,17,7,A,卧室的。
3_0017_0008_B,3,17,8,B,好的，已为您打开卧室电视，当前模式为点播模式。
3_0017_0009_A,3,17,9,A,我想看《央视新闻》。
3_0017_0010_B,3,17,10,B,好的，已自动为您播放最新一期的《央视新闻》栏目。
3_0017_0011_A,3,17,11,A,卧室的加湿器也打开吧。
3_0017_0012_B,3,17,12,B,已启动卧室加湿器，当前为有雾加湿模式。
3_0018_0001_A,3,18,1,A,小天。
3_0018_0002_B,3,18,2,B,我在。
3_0018_0003_A,3,18,3,A,我的衣服洗好了吗。
3_0018_0004_B,3,18,4,B,洗衣机当前为脱水模式，预计还需要三分钟。
3_0018_0005_A,3,18,5,A,那等它洗好了，你帮我启动烘干模式吧。
3_0018_0006_B,3,18,6,B,好的，已为您预设了洗衣机烘干模式。
3_0018_0007_A,3,18,7,A,烘干时间长吗？大概多久呀？
3_0018_0008_B,3,18,8,B,烘干模式预计需要三十分钟。
3_0019_0001_A,3,19,1,A,小天。
3_0019_0002_B,3,19,2,B,我在。
3_0019_0003_A,3,19,3,A,现在室内温度是多少？
3_0019_0004_B,3,19,4,B,当前室内温度十一摄氏度。
3_0019_0005_A,3,19,5,A,帮我把地暖打开吧。
3_0019_0006_B,3,19,6,B,已为您打开地暖，地暖温度二十摄氏度。
3_0019_0007_A,3,19,7,A,地暖温度调高点儿，调到二十五度吧。
3_0019_0008_B,3,19,8,B,好的，已为您将地暖设置为二十五摄氏度。
3_0019_0009_A,3,19,9,A,空气湿度怎么样？会太干了吗？
3_0019_0010_B,3,19,10,B,室内空气湿度干燥，建议您打开加湿器。
3_0019_0011_A,3,19,11,A,那把加湿器打开吧。
3_0019_0012_B,3,19,12,B,好的，已启动加湿器，当前模式为有雾加湿。
3_0019_0013_A,3,19,13,A,两个小时之后把加湿器调成恒湿模式。
3_0019_0014_B,3,19,14,B,好的，已为您预设成功。
3_0020_0001_A,3,20,1,A,小天。
3_0020_0002_B,3,20,2,B,我在。
3_0020_0003_A,3,20,3,A,帮我把客厅的顶灯打开。
3_0020_0004_B,3,20,4,B,已为您打开顶灯。
3_0020_0005_A,3,20,5,A,这太亮了，把亮度调低点。
3_0020_0006_B,3,20,6,B,已为您将顶灯亮度设置为中档，请问这个亮度可以吗？
3_0020_0007_A,3,20,7,A,还是太亮了，调成弱档吧。
3_0020_0008_B,3,20,8,B,好的，已为您将顶灯亮度设置为弱档。
3_0020_0009_A,3,20,9,A,再帮我把厨房和卫生间的灯都打开。
3_0020_0010_B,3,20,10,B,好的，已为您设置。
3_0021_0001_A,3,21,1,A,小天。
3_0021_0002_B,3,21,2,B,我在。
3_0021_0003_A,3,21,3,A,把照明系统调成家庭影院模式。
3_0021_0004_B,3,21,4,B,好的，已为您设置，
3_0021_0005_A,3,21,5,A,帮我把电视打开。
3_0021_0006_B,3,21,6,B,已为您打开电视，当前自动播放央视一套。
3_0021_0007_A,3,21,7,A,切换到点模式。
3_0021_0008_B,3,21,8,B,已为您切换至点播模式，您可以在左侧菜单栏进行点播。
3_0021_0009_A,3,21,9,A,最近一周有什么更新的电影吗？
3_0021_0010_B,3,21,10,B,正在为您查询最新一周的电影，查询结果将会显示在大屏幕右侧。
3_0021_0011_A,3,21,11,A,那就播放这个吧。《波斯语课》。
3_0021_0012_B,3,21,12,B,好的，开始播放《波斯语课》，祝您观影愉快。
3_0021_0013_A,3,21,13,A,再帮我把音响系统切换到环绕声效吧。
3_0021_0014_B,3,21,14,B,好的，已为您设置了。
3_0022_0001_A,3,22,1,A,小天，小天。
3_0022_0002_B,3,22,2,B,我在。
3_0022_0003_A,3,22,3,A,今天冷吗？
3_0022_0004_B,3,22,4,B,今日温度二十摄氏度，外出建议带件外套。
3_0022_0005_A,3,22,5,A,下雨吗今天？
3_0022_0006_B,3,22,6,B,今日天气晴，降雨概率零。
3_0022_0007_A,3,22,7,A,真不下雨？
3_0022_0008_B,3,22,8,B,是的，今日不下雨。
3_0022_0009_A,3,22,9,A,帮我把空调打开，加湿器也打开。
3_0022_0010_B,3,22,10,B,已为您设置，空调当前为制冷模式，加湿器当前为有雾加湿模式。
3_0022_0011_A,3,22,11,A,加湿器调成无雾加湿吧。
3_0022_0012_B,3,22,12,B,好的，已经为您设置成功了。
3_0023_0001_A,3,23,1,A,小天。
3_0023_0002_B,3,23,2,B,我在。
3_0023_0003_A,3,23,3,A,帮我把洗衣机调到杀菌模式。
3_0023_0004_B,3,23,4,B,好的，已为您将洗衣机调至杀菌模式。
3_0023_0005_A,3,23,5,A,启动吧。
3_0023_0006_B,3,23,6,B,请您确认已将衣物放入洗衣机，并关上洗衣机机门。
3_0023_0007_A,3,23,7,A,确认。
3_0023_0008_B,3,23,8,B,好的，已为您启动洗衣机。
3_0023_0009_A,3,23,9,A,大概需要多长时间？
3_0023_0010_B,3,23,10,B,杀菌模式预计需要十五分钟，完成后将提醒您取衣。
3_0024_0001_A,3,24,1,A,小天。
3_0024_0002_B,3,24,2,B,我在。
3_0024_0003_A,3,24,3,A,帮我打开电视。
3_0024_0004_B,3,24,4,B,好的，已为您打开电视。当前频道为央视六套。
3_0024_0005_A,3,24,5,A,切换到点播模式。
3_0024_0006_B,3,24,6,B,好的，已为您切换至点播模式。
3_0024_0007_A,3,24,7,A,给我推荐个综艺吧。
3_0024_0008_B,3,24,8,B,《乘风破浪的姐姐》，它位居最近一个月热度榜榜首。
3_0024_0009_A,3,24,9,A,这是个真人秀吗？
3_0024_0010_B,3,24,10,B,是的。
3_0024_0011_A,3,24,11,A,是和《明星大侦探》一样的真人秀吗？
3_0024_0012_B,3,24,12,B,不是的，《乘风破浪的姐姐》是选秀类音乐综艺节目。
3_0024_0013_A,3,24,13,A,哦，了解了。有《明星大侦探》同类型的节目吗？
3_0024_0014_B,3,24,14,B,为您推荐《密室大逃脱》，它位居同类综艺热度榜榜首。
3_0024_0015_A,3,24,15,A,那行，就给我放这个吧。
3_0024_0016_B,3,24,16,B,好的，马上为您播放《密室大逃脱》第二季第一集。
3_0025_0001_A,3,25,1,A,小天。
3_0025_0002_B,3,25,2,B,我在。
3_0025_0003_A,3,25,3,A,帮我把卧室的照明系统调成温馨模式。
3_0025_0004_B,3,25,4,B,好的，已经为您设置了。
3_0025_0005_A,3,25,5,A,亮度再调低一点。
3_0025_0006_B,3,25,6,B,好的，已为您调低亮度。请问当前亮度合适吗？
3_0025_0007_A,3,25,7,A,差不多可以了。
3_0025_0008_B,3,25,8,B,好的。
3_0026_0001_A,3,26,1,A,小天，在吗？
3_0026_0002_B,3,26,2,B,我在。
3_0026_0003_A,3,26,3,A,卧室这也太热了。
3_0026_0004_B,3,26,4,B,请问是需要帮您打开空调吗？
3_0026_0005_A,3,26,5,A,对，帮我把空调打开。
3_0026_0006_B,3,26,6,B,好的，已为您打开空调，当前空调温度26摄氏度。
3_0026_0007_A,3,26,7,A,室内温度呢？现在几度？
3_0026_0008_B,3,26,8,B,当前室内温度为三十摄氏度。
3_0026_0009_A,3,26,9,A,那把空调调低个几度吧？
3_0026_0010_B,3,26,10,B,好的，已将空调温度调低至二十三摄氏度。请问这个温度可以吗？
3_0026_0011_A,3,26,11,A,可以。再把风速调大点。
3_0026_0012_B,3,26,12,B,好的，已为您将风速调至最高档。
3_0026_0013_A,3,26,13,A,大概要多久，这室内温度才能降到二十三度。
3_0026_0014_B,3,26,14,B,预计需要九分钟。
3_0026_0015_A,3,26,15,A,好，我知道了。
3_0027_0001_A,3,27,1,A,小天。
3_0027_0002_B,3,27,2,B,我在。
3_0027_0003_A,3,27,3,A,今天空气质量怎么样？
3_0027_0004_B,3,27,4,B,当前客厅空气质量状态为中等。
3_0027_0005_A,3,27,5,A,那把空气净化器打开吧。
3_0027_0006_B,3,27,6,B,好的，已为您打开空气净化器。
3_0027_0007_A,3,27,7,A,现在是什么模式。
3_0027_0008_B,3,27,8,B,当前空气净化器为日常模式。
3_0027_0009_A,3,27,9,A,调到尘螨模式吧。
3_0027_0010_B,3,27,10,B,好的，已为您将空气净化器调到了尘螨模式。
3_0027_0011_A,3,27,11,A,这净化器有点吵啊。
3_0027_0012_B,3,27,12,B,请问需要帮您将净化器调至静音模式吗？
3_0027_0013_A,3,27,13,A,要的。
3_0027_0014_B,3,27,14,B,好的，已为您切换至静音模式。
3_0028_0001_A,3,28,1,A,小天。
3_0028_0002_B,3,28,2,B,我在。
3_0028_0003_A,3,28,3,A,帮我把衣柜的灯打开。
3_0028_0004_B,3,28,4,B,请问是衣柜哪部分的照明灯呢？
3_0028_0005_A,3,28,5,A,全部都打开。
3_0028_0006_B,3,28,6,B,好的，已为您打开衣柜的全部照明灯。
3_0029_0001_A,3,29,1,A,天天啊
3_0029_0002_B,3,29,2,B,主人我在，请问主人有什么需求吗？
3_0029_0003_A,3,29,3,A,帮我把卧室的灯打开吧。
3_0029_0004_B,3,29,4,B,好的主人为您开启卧室的照明系统。
3_0029_0005_A,3,29,5,A,小天真聪明。
3_0029_0006_B,3,29,6,B,谢谢主人夸奖。
3_0030_0001_A,3,30,1,A,小天，小天
3_0030_0002_B,3,30,2,B,我在，请问您需要什么帮助？
3_0030_0003_A,3,30,3,A,这家里太冷了，帮我把地暖打开，二十六摄氏度，二点五小时，家里暖和了就关掉。
3_0030_0004_B,3,30,4,B,好的，已为您开启地暖，温度设定为二十六摄氏度，将在二点五小时后关闭地暖系统。
3_0031_0001_A,3,31,1,A,小天啊
3_0031_0002_B,3,31,2,B,主人，我在。
3_0031_0003_A,3,31,3,A,帮我把客厅的灯打开，中等亮度，开启会客模式，
3_0031_0004_B,3,31,4,B,好的，已为您开启客厅照明系统，设置为中等亮度，切换为会客模式
3_0031_0005_A,3,31,5,A,哦对了，小天帮我把厨房的灯也开了吧，等两个小时之后关掉。
3_0031_0006_B,3,31,6,B,好的，以为您开启厨房区域的照明系统，设定为两小时之后自动关闭。
3_0032_0001_A,3,32,1,A,这天也太干了，小天！
3_0032_0002_B,3,32,2,B,主人，我在。
3_0032_0003_A,3,32,3,A,快把加湿器打开。
3_0032_0004_B,3,32,4,B,好的，主人已为您开启加湿器，请问您需要什么模式？
3_0032_0005_A,3,32,5,A,有什么模式来着？
3_0032_0006_B,3,32,6,B,主人，加湿器设定模式可选有：有雾加湿、无雾加湿、恒湿、杀菌、清洗共五种模式。
3_0032_0007_A,3,32,7,A,这么干的天，调成有雾加湿吧
3_0032_0008_B,3,32,8,B,好的，主人，已为您将加湿器调整为有雾加湿模式。
3_0032_0009_A,3,32,9,A,这智能控制真有用。
3_0032_0010_B,3,32,10,B,感谢主人的夸奖，小天会时刻为您服务。
3_0033_0001_A,3,33,1,A,小天，小天
3_0033_0002_B,3,33,2,B,主人，我在，请问您有什么需求吗？
3_0033_0003_A,3,33,3,A,帮我开了电烤箱。
3_0033_0004_B,3,33,4,B,好的，主人，为您开启电烤箱。
3_0033_0005_A,3,33,5,A,哦对了对了，烤一个小时就行。
3_0033_0006_B,3,33,6,B,好的，已为您设定定时控制，电烤箱将在一个小时之后关闭。
3_0033_0007_A,3,33,7,A,行，小天真厉害。
3_0033_0008_B,3,33,8,B,谢谢主人，为您服务是我的职责。
3_0034_0002_B,3,34,2,B,主人，我在。
3_0034_0003_A,3,34,3,A,这屋多少度？
3_0034_0004_B,3,34,4,B,屋内环境温度二十八摄氏度。
3_0034_0005_A,3,34,5,A,真是又干又热。
3_0034_0006_B,3,34,6,B,请问需要帮您开启空调系统吗？
3_0034_0007_A,3,34,7,A,快，帮我开启制冷模式，二十五摄氏度
3_0034_0008_B,3,34,8,B,好的，已为您开启空调制冷模式，温度设置为二十五摄氏度
3_0034_0009_A,3,34,9,A,小天真智能。
3_0034_0010_B,3,34,10,B,谢谢主人，小天时刻为您服务。请问您还有其他需求吗。
3_0034_0011_A,3,34,11,A,暂且没有了。
3_0034_0012_B,3,34,12,B,好的，主人。
3_0035_0001_A,3,35,1,A,天，我衣服洗怎么样了？
3_0035_0002_B,3,35,2,B,洗衣机仍然处于工作状态，洗衣任务将在一个小时之后完成。
3_0035_0003_A,3,35,3,A,还有这么长时间，帮我改成半个小时之后关闭洗衣机。
3_0035_0004_B,3,35,4,B,好的，已为您更改洗涤时间，洗衣任务时间调整为零点五小时。
3_0036_0001_A,3,36,1,A,小天，这屋也太冷了，家里现在多少度啊？
3_0036_0002_B,3,36,2,B,为您查询屋内环境温度，室温十八摄氏度。
3_0036_0003_A,3,36,3,A,快，先把地暖打开，温度设置成二十六摄氏度。
3_0036_0004_B,3,36,4,B,已为您开启地暖系统。
3_0036_0005_A,3,36,5,A,地暖先开三个小时。
3_0036_0006_B,3,36,6,B,好的，地暖系统定时控制，三小时之后关闭。
3_0036_0007_A,3,36,7,A,再把空调打开。
3_0036_0008_B,3,36,8,B,好的为您开启空调系统。
3_0036_0009_A,3,36,9,A,切换成制热模式，温度也定成二十六摄氏度。
3_0036_0010_B,3,36,10,B,好的，主人，为您切换成制热模式，温度定位二十六摄氏度。
3_0036_0011_A,3,36,11,A,两个小时之后关掉空调吧。
3_0036_0012_B,3,36,12,B,好的，为您设置空调两小时之后关闭。
3_0036_0013_A,3,36,13,A,谢谢小天。
3_0036_0014_B,3,36,14,B,主人不客气，有需求请再次呼唤小天。
3_0037_0001_A,3,37,1,A,小天小天。
3_0037_0002_B,3,37,2,B,主人我在。
3_0037_0003_A,3,37,3,A,我们要走了，这个客厅卧室的灯关掉吧。
3_0037_0004_B,3,37,4,B,好的主人，已为您关闭客厅以及卧室的照明系统。
3_0037_0005_A,3,37,5,A,冰箱也别一直开着了，改为节能模式就行，也没放多少东西。
3_0037_0006_B,3,37,6,B,好的主人，已为您将冰箱设置为节能模式。
3_0037_0007_A,3,37,7,A,冰箱温度也不能太高，东西坏了怎么办，零下五摄氏度就行。
3_0037_0008_B,3,37,8,B,好的主人，冰箱内温度调节为零下五摄氏度。
3_0038_0001_A,3,38,1,A,天天。
3_0038_0002_B,3,38,2,B,主人，我在，请问您有什么需求吗？
3_0038_0003_A,3,38,3,A,要睡觉了，帮我把空调调整成睡眠模式吧。
3_0038_0004_B,3,38,4,B,好的，主人，已为您将空调设置为睡眠模式。
3_0038_0005_A,3,38,5,A,这卧室的灯也太亮了，改成睡眠模式吧。
3_0038_0006_B,3,38,6,B,好的主人，为您将卧室的照明系统改为睡眠模式。
3_0038_0007_A,3,38,7,A,屋里已经够热了，把地暖关掉吧。
3_0038_0008_B,3,38,8,B,好的主人，已为您关闭地暖系统。
3_0038_0009_A,3,38,9,A,小天晚安。
3_0039_0001_A,3,39,1,A,小天在吗？这天气也太干了。
3_0039_0002_B,3,39,2,B,主人，我在，请问您有什么需要帮助的吗？
3_0039_0003_A,3,39,3,A,帮我打开加湿器。
3_0039_0004_B,3,39,4,B,好的，主人，已为您开启加湿器。
3_0039_0005_A,3,39,5,A,对了对了，加湿器调成无雾加湿模式。
3_0039_0006_B,3,39,6,B,好的，主人为您调整成无雾加湿模式。
3_0040_0001_A,3,40,1,A,天天，在吗？
3_0040_0002_B,3,40,2,B,主人我在
3_0040_0003_A,3,40,3,A,帮我打开厨房的灯。
3_0040_0004_B,3,40,4,B,好的主人，已为您开启厨房照明系统。
3_0040_0005_A,3,40,5,A,两个小时后自动关闭吧。
3_0040_0006_B,3,40,6,B,好的主人，为您开启定时控制，两小时之后自动关闭。
3_0040_0007_A,3,40,7,A,对了，冰箱该开了，调成正常模式吧。
3_0040_0008_B,3,40,8,B,好的主人，已为您将冰箱调节为正常模式。
3_0040_0009_A,3,40,9,A,嗯对了，衣服洗得怎么样了小天？
3_0040_0010_B,3,40,10,B,衣服仍处于洗涤状态，目前洗衣机处于漂洗模式。
3_0040_0011_A,3,40,11,A,好的。谢谢你小天。
3_0040_0012_B,3,40,12,B,主人不用客气。
